"Vendor","Rohde&Schwarz",
"Device/Mat.-No.","RTM3004US / 1335.8794k04",
"Serial No.","112081",
"Firmware Version","01.700",
"Date","2023-11-23",
"Time","00:58:37",
"Comment","",

"Meas. Place",,"1",,"2",,"3",,"4",,
"Type",,"Period",,"Frequency",,"Duty Cycle +",,"Mean Value",,
"Source 1",,"C1",,"C1",,"C1",,"C1",,
"Source 2",,,,,,,,,,
"Unit",,s,,Hz,,%,,V,,
"Gate Start [s]",,-2.794380e-03,,,,,,,,
"Gate Stop [s]",,2.706180e-03,,,,,,,,
"Upper Level [%]",,9.000000e+01,,9.000000e+01,,9.000000e+01,,9.000000e+01,,
"Middle Level [%]",,5.000000e+01,,5.000000e+01,,5.000000e+01,,5.000000e+01,,
"Lower Level [%]",,1.000000e+01,,1.000000e+01,,1.000000e+01,,1.000000e+01,,
"Wave count",,23344,,23343,,23343,,23343,,
"Current",,3.009031e-03,,3.323400e+02,,5.001178e+01,,1.489347e+00,,
"Average No.",,1.000000e+03,,1.000000e+03,,1.000000e+03,,1.000000e+03,,
"Min",,2.202125e-03,,3.315744e+02,,4.998429e+01,,3.456000e-03,,
"Max",,3.027833e-03,,4.540820e+02,,5.032792e+01,,1.597941e+00,,
"Mean",,2.937881e-03,,3.430398e+02,,5.001177e+01,,1.477000e+00,,
"StdDev",,2.276731e-04,,3.435794e+01,,1.058960e-02,,1.146142e-01,,
"Time of first value",,,,,,,,,,
"Time of last value",,,,,,,,,,
"Long term Min",,5.774900e-05,,3.315744e+02,,4.998429e+01,,-5.130000e-04,,
"Long term Max",,3.027833e-03,,5.599965e+02,,5.032792e+01,,1.685124e+00,,
"Long term Mean",,2.233172e-03,,4.494272e+02,,5.004151e+01,,1.560060e+00,,
"Long term StdDev",,1.580419e-04,,2.389939e+01,,3.760165e-02,,1.133409e-01,,
"Long term start time",,,,,,,,,,
"Long term end Time",,,,,,,,,,


"Index","Time Offset","Value","Time Offset","Value","Time Offset","Value","Time Offset","Value",
132,,3.007530e-03,,3.325169e+02,,5.001441e+01,,1.482354e+00,
133,,3.007609e-03,,3.324908e+02,,5.001572e+01,,1.483056e+00,
134,,3.007609e-03,,3.324966e+02,,5.001048e+01,,1.481868e+00,
135,,3.007925e-03,,3.324502e+02,,5.001048e+01,,1.480086e+00,
136,,3.007925e-03,,3.324705e+02,,5.001048e+01,,1.483569e+00,
137,,3.007846e-03,,3.324589e+02,,5.001179e+01,,1.484082e+00,
138,,3.008083e-03,,3.324357e+02,,5.000786e+01,,1.485297e+00,
139,,3.007530e-03,,3.324850e+02,,5.001441e+01,,1.486836e+00,
140,,3.007688e-03,,3.324821e+02,,5.001441e+01,,1.487592e+00,
141,,3.007925e-03,,3.324589e+02,,5.001048e+01,,1.486323e+00,
142,,3.007846e-03,,3.324531e+02,,5.001179e+01,,1.485594e+00,
143,,3.007925e-03,,3.324473e+02,,5.000786e+01,,1.484109e+00,
144,,3.008320e-03,,3.324154e+02,,5.001179e+01,,1.488402e+00,
145,,3.008320e-03,,3.324067e+02,,5.001179e+01,,1.486188e+00,
146,,3.007688e-03,,3.324676e+02,,5.000917e+01,,1.483731e+00,
147,,3.008241e-03,,3.324299e+02,,5.000917e+01,,1.485513e+00,
148,,3.008004e-03,,3.324386e+02,,5.001179e+01,,1.482057e+00,
149,,3.007767e-03,,3.324792e+02,,5.001179e+01,,1.486215e+00,
150,,3.008241e-03,,3.324067e+02,,5.001310e+01,,1.483434e+00,
151,,3.007846e-03,,3.324415e+02,,5.001441e+01,,1.482084e+00,
152,,3.007846e-03,,3.324676e+02,,5.001048e+01,,1.480869e+00,
153,,3.007925e-03,,3.324560e+02,,5.001179e+01,,1.485945e+00,
154,,3.007925e-03,,3.323980e+02,,5.001310e+01,,1.484244e+00,
155,,3.007925e-03,,3.324444e+02,,5.001048e+01,,1.485756e+00,
156,,3.008320e-03,,3.324270e+02,,5.000393e+01,,1.485054e+00,
157,,3.008162e-03,,3.324415e+02,,5.000917e+01,,1.484811e+00,
158,,3.007846e-03,,3.324531e+02,,5.001179e+01,,1.485000e+00,
159,,3.007767e-03,,3.324618e+02,,5.001048e+01,,1.484136e+00,
160,,3.008162e-03,,3.324444e+02,,5.000655e+01,,1.484028e+00,
161,,3.007688e-03,,3.324676e+02,,5.000917e+01,,1.485729e+00,
162,,3.007767e-03,,3.324821e+02,,5.001572e+01,,1.486242e+00,
163,,3.007846e-03,,3.324618e+02,,5.001441e+01,,1.483110e+00,
164,,3.007846e-03,,3.324647e+02,,5.001441e+01,,1.484460e+00,
165,,3.007688e-03,,3.324531e+02,,5.000393e+01,,1.484865e+00,
166,,3.007767e-03,,3.324676e+02,,5.001179e+01,,1.484649e+00,
167,,3.008241e-03,,3.324096e+02,,5.000786e+01,,1.483245e+00,
168,,3.007846e-03,,3.324734e+02,,5.000917e+01,,1.483569e+00,
169,,3.007609e-03,,3.324183e+02,,5.000786e+01,,1.485378e+00,
170,,3.008083e-03,,3.324589e+02,,5.001048e+01,,1.484811e+00,
171,,3.007688e-03,,3.324734e+02,,5.001179e+01,,1.484271e+00,
172,,3.007530e-03,,3.324966e+02,,5.000655e+01,,1.484838e+00,
173,,3.008241e-03,,3.323429e+02,,5.000786e+01,,1.483164e+00,
174,,3.008320e-03,,3.324125e+02,,5.001179e+01,,1.487052e+00,
175,,3.008320e-03,,3.324183e+02,,5.001703e+01,,1.484136e+00,
176,,3.008162e-03,,3.324183e+02,,5.000917e+01,,1.484163e+00,
177,,3.009663e-03,,3.323777e+02,,4.998429e+01,,1.483488e+00,
178,,3.008004e-03,,3.324299e+02,,5.001441e+01,,1.483974e+00,
179,,3.008320e-03,,3.324183e+02,,5.000917e+01,,1.484541e+00,
180,,3.008320e-03,,3.324096e+02,,5.000917e+01,,1.485135e+00,
181,,3.009742e-03,,3.323574e+02,,5.003927e+01,,1.483758e+00,
182,,3.007767e-03,,3.324328e+02,,5.001572e+01,,1.484541e+00,
183,,3.008241e-03,,3.324212e+02,,5.001048e+01,,1.482678e+00,
184,,3.008162e-03,,3.324357e+02,,5.000917e+01,,1.484028e+00,
185,,3.008320e-03,,3.323574e+02,,5.000655e+01,,1.484838e+00,
186,,3.007846e-03,,3.324415e+02,,5.000917e+01,,1.485027e+00,
187,,3.008083e-03,,3.324299e+02,,5.001048e+01,,1.486566e+00,
188,,3.008241e-03,,3.324241e+02,,5.001310e+01,,1.482678e+00,
189,,3.008083e-03,,3.324386e+02,,5.001048e+01,,1.484271e+00,
190,,3.008320e-03,,3.324415e+02,,5.001179e+01,,1.483164e+00,
191,,3.008320e-03,,3.324125e+02,,5.001703e+01,,1.483272e+00,
192,,3.008083e-03,,3.324357e+02,,5.001572e+01,,1.483137e+00,
193,,3.008162e-03,,3.323603e+02,,5.001048e+01,,1.483191e+00,
194,,3.008399e-03,,3.324009e+02,,5.001572e+01,,1.488375e+00,
195,,3.008320e-03,,3.324154e+02,,5.001572e+01,,1.485513e+00,
196,,3.008557e-03,,3.324038e+02,,5.001310e+01,,1.483353e+00,
197,,3.009821e-03,,3.323342e+02,,4.998953e+01,,1.485891e+00,
198,,3.008004e-03,,3.324473e+02,,5.000655e+01,,1.487322e+00,
199,,3.008162e-03,,3.324270e+02,,5.001179e+01,,1.484271e+00,
200,,3.008794e-03,,3.323748e+02,,5.001179e+01,,1.481220e+00,
201,,3.008399e-03,,3.323951e+02,,5.001048e+01,,1.482651e+00,
202,,3.008478e-03,,3.323284e+02,,5.000917e+01,,1.484082e+00,
203,,3.008320e-03,,3.324154e+02,,5.001179e+01,,1.482462e+00,
204,,3.008241e-03,,3.324183e+02,,5.001048e+01,,1.484514e+00,
205,,3.008004e-03,,3.324299e+02,,5.000655e+01,,1.485810e+00,
206,,3.008162e-03,,3.324270e+02,,5.001572e+01,,1.486728e+00,
207,,3.008241e-03,,3.324096e+02,,5.001310e+01,,1.486863e+00,
208,,3.008241e-03,,3.324183e+02,,5.001310e+01,,1.486512e+00,
209,,3.007767e-03,,3.324589e+02,,5.001048e+01,,1.487079e+00,
210,,3.008004e-03,,3.324270e+02,,5.000917e+01,,1.482732e+00,
211,,3.008320e-03,,3.323487e+02,,5.001179e+01,,1.484244e+00,
212,,3.008399e-03,,3.324038e+02,,5.001048e+01,,1.482948e+00,
213,,3.008241e-03,,3.324067e+02,,5.001048e+01,,1.484190e+00,
214,,3.008083e-03,,3.324328e+02,,5.001310e+01,,1.482732e+00,
215,,3.008241e-03,,3.324212e+02,,5.001048e+01,,1.483920e+00,
